red_fighter_name,blue_fighter_name,winner,winner_encoded
Liz Carmouche,Katlyn Cerminara,Red,1
Rafael Dos Anjos,Tony Ferguson,Blue,0
Diego Sanchez,Marcin Held,Red,1
Ricardo Lamas,Charles Oliveira,Red,1
Martin Bravo,Claudio Puelles,Red,1
Beneil Dariush,Rashid Magomedov,Red,1
Alexa Grasso,Heather Clark,Red,1
Erik Perez,Felipe Arantes,Red,1
Marco Beltran,Joe Soto,Blue,0
Erick Montano,Max Griffin,Blue,0
Henry Briones,Douglas Silva de Andrade,Blue,0
Sam Alvey,Alex Nicholson,Red,1
Marco Polo Reyes,Jason Novelli,Red,1
Enrique Barzola,Chris Avila,Red,1
Michael Bisping,Dan Henderson,Red,1
Vitor Belfort,Gegard Mousasi,Blue,0
Ovince Saint Preux,Jimi Manuwa,Blue,0
Stefan Struve,Daniel Omielanczuk,Red,1
Mirsad Bektic,Russell Doane,Red,1
Brad Pickett,Iuri Alcantara,Blue,0
Davey Grant,Damian Stasiak,Blue,0
Leon Edwards,Albert Tumenov,Red,1
Lukasz Sajewski,Marc Diakiese,Blue,0
Danny Roberts,Mike Perry,Blue,0
Leonardo Santos,Adriano Martins,Red,1
John Lineker,John Dodson,Red,1
Will Brooks,Alex Oliveira,Blue,0
Joshua Burkman,Zak Ottow,Blue,0
Louis Smolka,Brandon Moreno,Blue,0
Henrique da Silva,Joachim Christensen,Red,1
Hacran Dias,Andre Fili,Blue,0
Shamil Abdurakhimov,Walt Harris,Red,1
Keita Nakamura,Elizeu Zaleski dos Santos,Blue,0
Nate Marquardt,Tamdan McCrory,Red,1
Jonathan Wilson,Ion Cutelaba,Blue,0
Cody East,Curtis Blaydes,Blue,0
Kelly Faszholz,Ketlen Vieira,Blue,0
Cristiane Justino,Lina Lansberg,Red,1
Renan Barao,Phillipe Nover,Red,1
Roy Nelson,Antonio Silva,Red,1
Francisco Trinaldo,Paul Felder,Red,1
Thiago Santos,Eric Spicely,Blue,0
Godofredo Pepey,Mike de la Torre,Red,1
Gilbert Burns,Michel Prazeres,Blue,0
Rani Yahya,Michinori Tanaka,Red,1
Jussier Formiga,Dustin Ortiz,Red,1
Erick Silva,Luan Chagas,Red,1
Alan Patrick,Stevie Ray,Red,1
Vicente Luque,Hector Urbina,Red,1
Glaico Franca Moreira,Gregor Gillespie,Blue,0
Dustin Poirier,Michael Johnson,Blue,0
Uriah Hall,Derek Brunson,Blue,0
Evan Dunham,Ricky Glenn,Red,1
Roan Carneiro,Kenny Robertson,Red,1
Chris Wade,Islam Makhachev,Blue,0
Chas Skelly,Maximo Blanco,Red,1
Gabriel Benitez,Sam Sicilia,Red,1
Augusto Montano,Belal Muhammad,Blue,0
Antonio Carlos Junior,Leonardo Guimaraes,Red,1
Jose Quinonez,Joey Gomez,Red,1
Erick Montano,Randy Brown,Blue,0
Stipe Miocic,Alistair Overeem,Red,1
Fabricio Werdum,Travis Browne,Red,1
CM Punk,Mickey Gall,Blue,0
Urijah Faber,Jimmie Rivera,Blue,0
Jessica Andrade,Joanne Wood,Red,1
Jessica Eye,Bethe Correia,Blue,0
Brad Tavares,Caio Magalhaes,Red,1
Nik Lentz,Michael McBride,Red,1
Drew Dober,Jason Gonzalez,Red,1
Yancy Medeiros,Sean Spencer,Red,1
Andrei Arlovski,Josh Barnett,Blue,0
Alexander Gustafsson,Jan Blachowicz,Red,1
Ryan Bader,Ilir Latifi,Red,1
Nick Hein,Tae Hyun Bang,Red,1
Jessin Ayari,Jim Wallhead,Red,1
Peter Sobotta,Nicolas Dalby,Red,1
Ashlee Evans-Smith,Veronica Hardy,Red,1
Taylor Lapilus,Leandro Issa,Red,1
Scott Askham,Jack Hermansson,Blue,0
Rustam Khabilov,Leandro Silva,Red,1
Demian Maia,Carlos Condit,Red,1
Anthony Pettis,Charles Oliveira,Red,1
Paige VanZant,Bec Rawlings,Red,1
Joe Lauzon,Jim Miller,Blue,0
Sam Alvey,Kevin Casey,Red,1
Enrique Barzola,Kyle Bochniak,Blue,0
Garreth McLellan,Alessio Di Chirico,Blue,0
Shane Campbell,Felipe Silva,Blue,0
Chad Laprise,Thibault Gouti,Red,1
Jeremy Kennedy,Alex Ricci,Red,1
Nate Diaz,Conor McGregor,Blue,0
Anthony Johnson,Glover Teixeira,Red,1
Rick Story,Donald Cerrone,Blue,0
Hyun Gyu Lim,Mike Perry,Blue,0
Tim Means,Sabah Homasi,Red,1
Cody Garbrandt,Takeya Mizugaki,Red,1
Raquel Pennington,Elizabeth Phillips,Red,1
Artem Lobov,Chris Avila,Red,1
Randa Markos,Cortney Casey,Blue,0
Neil Magny,Lorenz Larkin,Blue,0
Colby Covington,Max Griffin,Red,1
Alberto Uda,Marvin Vettori,Blue,0
Yair Rodriguez,Alex Caceres,Red,1
Dennis Bermudez,Rony Jason,Red,1
Thales Leites,Chris Camozzi,Red,1
Santiago Ponzinibbio,Zak Cummings,Red,1
Trevor Smith,Joseph Gigliotti,Red,1
Maryna Moroz,Danielle Taylor,Red,1
Court McGee,Dominique Steele,Red,1
Viktor Pesta,Marcin Tybura,Blue,0
David Teymur,Jason Novelli,Red,1
Teruto Ishihara,Horacio Gutierrez,Red,1
Cub Swanson,Tatsuya Kawajiri,Red,1
Chase Sherman,Justin Ledet,Blue,0
Robbie Lawler,Tyron Woodley,Blue,0
Rose Namajunas,Karolina Kowalkiewicz,Blue,0
Matt Brown,Jake Ellenberger,Blue,0
Francisco Rivera,Erik Perez,Blue,0
Ryan Benoit,Fredy Serrano,Red,1
Nikita Krylov,Ed Herman,Red,1
Ross Pearson,Jorge Masvidal,Blue,0
Anthony Hamilton,Damian Grabowski,Red,1
Wilson Reis,Hector Sandoval,Red,1
Cesar Arzamendia,Damien Brown,Blue,0
Holly Holm,Valentina Shevchenko,Blue,0
Edson Barboza,Gilbert Melendez,Red,1
Francis Ngannou,Bojan Mihajlovic,Red,1
Felice Herrig,Kailin Curran,Red,1
Frankie Saenz,Eddie Wineland,Blue,0
Darren Elkins,Godofredo Pepey,Red,1
Kamaru Usman,Alexander Yakovlev,Red,1
Michel Prazeres,JC Cottrell,Red,1
Alex Oliveira,James Moontasri,Red,1
Jim Alers,Jason Knight,Blue,0
Luis Henrique,Dmitrii Smoliakov,Red,1
Michael McDonald,John Lineker,Blue,0
Tony Ferguson,Lando Vannata,Red,1
Tim Boetsch,Josh Samman,Red,1
Aleksei Oleinik,Daniel Omielanczuk,Blue,0
Kyle Noke,Keita Nakamura,Blue,0
Louis Smolka,Ben Nguyen,Red,1
Lauren Murphy,Katlyn Cerminara,Blue,0
Eric Spicely,Sam Alvey,Blue,0
Cortney Casey,Cristina Stanciu,Red,1
Scott Holtzman,Cody Pfister,Red,1
Rani Yahya,Matthew Lopez,Red,1
Devin Clark,Alex Nicholson,Blue,0
Miesha Tate,Amanda Nunes,Blue,0
Daniel Cormier,Anderson Silva,Red,1
Jose Aldo,Frankie Edgar,Red,1
Cain Velasquez,Travis Browne,Red,1
Cat Zingano,Julianna Pena,Blue,0
Johny Hendricks,Kelvin Gastelum,Blue,0
TJ Dillashaw,Raphael Assuncao,Red,1
Sage Northcutt,Enrique Marin,Red,1
Diego Sanchez,Joe Lauzon,Blue,0
Gegard Mousasi,Thiago Santos,Red,1
Jim Miller,Takanori Gomi,Red,1
Joanna Jedrzejczyk,Claudia Gadelha,Red,1
Andrew Sanchez,Khalil Rountree Jr.,Red,1
Tatiana Suarez,Amanda Cooper,Red,1
Ross Pearson,Will Brooks,Blue,0
Dooho Choi,Thiago Tavares,Red,1
Joaquim Silva,Andrew Holbrook,Red,1
Gray Maynard,Fernando Bruno,Red,1
John Moraga,Matheus Nicolau,Blue,0
Cory Hendricks,Josh Stansbury,Blue,0
Cezar Ferreira,Anthony Smith,Red,1
Jake Matthews,Kevin Lee,Blue,0
Li Jingliang,Anton Zafir,Red,1
Rafael Dos Anjos,Eddie Alvarez,Blue,0
Roy Nelson,Derrick Lewis,Blue,0
Alan Jouban,Belal Muhammad,Red,1
Joe Duffy,Mitch Clarke,Red,1
Mike Pyle,Alberto Mina,Blue,0
John Makdessi,Mehdi Baghdad,Red,1
Anthony Birchak,Dileno Lopes,Red,1
Russell Doane,Pedro Munhoz,Blue,0
Felipe Arantes,Jerrod Sanders,Red,1
Gilbert Burns,Lukasz Sajewski,Red,1
Marco Beltran,Reginaldo Vieira,Red,1
Vicente Luque,Alvaro Herrera Mendoza,Red,1
Rory MacDonald,Stephen Thompson,Blue,0
Donald Cerrone,Patrick Cote,Red,1
Steve Bosse,Sean O'Connell,Red,1
Olivier Aubin-Mercier,Thibault Gouti,Red,1
Valerie Letourneau,Joanne Wood,Blue,0
Jason Saggo,Leandro Silva,Red,1
Misha Cirkunov,Ion Cutelaba,Red,1
Tamdan McCrory,Krzysztof Jotko,Blue,0
Chris Beal,Joe Soto,Blue,0
Elias Theodorou,Sam Alvey,Red,1
Randa Markos,Jocelyn Jones-Lybarger,Red,1
Colby Covington,Jonathan Meunier,Red,1
Ali Bagautinov,Geane Herrera,Red,1
Luke Rockhold,Michael Bisping,Blue,0
Dominick Cruz,Urijah Faber,Red,1
Max Holloway,Ricardo Lamas,Red,1
Dan Henderson,Hector Lombard,Red,1
Dustin Poirier,King Green,Red,1
Brian Ortega,Clay Guida,Red,1
Beneil Dariush,James Vick,Red,1
Jessica Penne,Jessica Andrade,Blue,0
Cole Miller,Alex Caceres,Blue,0
Sean Strickland,Tom Breese,Red,1
Jonathan Wilson,Henrique da Silva,Blue,0
Marco Polo Reyes,Dong Hyun Ma,Red,1
Thomas Almeida,Cody Garbrandt,Blue,0
Renan Barao,Jeremy Stephens,Blue,0
Tarec Saffiedine,Rick Story,Blue,0
Chris Camozzi,Vitor Miranda,Red,1
Jorge Masvidal,Lorenz Larkin,Blue,0
Joshua Burkman,Paul Felder,Blue,0
Sara McMann,Jessica Eye,Red,1
Abel Trujillo,Jordan Rinaldi,Red,1
Jake Collier,Alberto Uda,Red,1
Erik Koch,Shane Campbell,Red,1
Aljamain Sterling,Bryan Caraway,Blue,0
Chris de la Rocha,Adam Milstead,Blue,0
Fabricio Werdum,Stipe Miocic,Blue,0
Jacare Souza,Vitor Belfort,Red,1
Cristiane Justino,Leslie Smith,Red,1
Mauricio Rua,Corey Anderson,Red,1
Warlley Alves,Bryan Barberena,Blue,0
Demian Maia,Matt Brown,Red,1
Thiago Santos,Nate Marquardt,Red,1
Francisco Trinaldo,Yancy Medeiros,Red,1
John Lineker,Rob Font,Red,1
Rogerio Nogueira,Patrick Cummins,Red,1
Renato Moicano,Zubaira Tukhugov,Red,1
Alistair Overeem,Andrei Arlovski,Red,1
Antonio Silva,Stefan Struve,Blue,0
Albert Tumenov,Gunnar Nelson,Blue,0
Germaine de Randamie,Anna Elmose,Red,1
Nikita Krylov,Francimar Barroso,Red,1
Karolina Kowalkiewicz,Heather Clark,Red,1
Rustam Khabilov,Chris Wade,Red,1
Magnus Cedenblad,Garreth McLellan,Red,1
Jon Tuck,Josh Emmett,Blue,0
Yan Cabral,Reza Madadi,Blue,0
Kyoji Horiguchi,Neil Seery,Red,1
Leon Edwards,Dominic Waters,Red,1
Yuta Sasaki,Willie Gates,Red,1
Jon Jones,Ovince Saint Preux,Red,1
Demetrious Johnson,Henry Cejudo,Red,1
Anthony Pettis,Edson Barboza,Blue,0
Robert Whittaker,Rafael Natal,Red,1
Yair Rodriguez,Andre Fili,Red,1
Sergio Pettis,Chris Kelades,Red,1
Danny Roberts,Dominique Steele,Red,1
Carla Esparza,Juliana Lima,Red,1
Glaico Franca Moreira,James Vick,Blue,0
Walt Harris,Cody East,Red,1
Marcos Rogerio de Lima,Clint Hester,Red,1
Efrain Escudero,Kevin Lee,Blue,0
Glover Teixeira,Rashad Evans,Red,1
Rose Namajunas,Tecia Pennington,Red,1
Khabib Nurmagomedov,Darrell Horcher,Red,1
Cub Swanson,Hacran Dias,Red,1
Beneil Dariush,Michael Chiesa,Blue,0
Bethe Correia,Raquel Pennington,Blue,0
Court McGee,Santiago Ponzinibbio,Blue,0
Randy Brown,Michael Graves,Blue,0
John Dodson,Manvel Gamburyan,Red,1
Oluwale Bamgbose,Cezar Ferreira,Blue,0
Elizeu Zaleski dos Santos,Omari Akhmedov,Red,1
Ben Rothwell,Junior Dos Santos,Blue,0
Derrick Lewis,Gabriel Gonzaga,Red,1
Francis Ngannou,Curtis Blaydes,Red,1
Timothy Johnson,Marcin Tybura,Red,1
Igor Pokrajac,Jan Blachowicz,Blue,0
Maryna Moroz,Cristina Stanciu,Red,1
Nicolas Dalby,Zak Cummings,Blue,0
Ian Entwistle,Alejandro Perez,Blue,0
Mairbek Taisumov,Damir Hadzovic,Red,1
Filip Pejic,Damian Stasiak,Blue,0
Robert Whiteford,Lucas Martins,Blue,0
Jared Cannonier,Cyril Asker,Red,1
Alessio Di Chirico,Bojan Velickovic,Blue,0
Mark Hunt,Frank Mir,Red,1
Hector Lombard,Neil Magny,Blue,0
Jake Matthews,Johnny Case,Red,1
Daniel Kelly,Antonio Carlos Junior,Red,1
James Te Huna,Steve Bosse,Blue,0
Bec Rawlings,Seo Hee Ham,Red,1
Brendan O'Reilly,Alan Jouban,Blue,0
Dan Hooker,Mark Eddiva,Red,1
Leslie Smith,Rin Nakai,Red,1
Richard Walsh,Viscardi Andrade,Blue,0
Ross Pearson,Chad Laprise,Red,1
Alan Patrick,Damien Brown,Red,1
Conor McGregor,Nate Diaz,Blue,0
Holly Holm,Miesha Tate,Blue,0
Gian Villante,Ilir Latifi,Blue,0
Corey Anderson,Tom Lawlor,Red,1
Amanda Nunes,Valentina Shevchenko,Red,1
Brandon Thatch,Siyar Bahadurzada,Blue,0
Erick Silva,Nordine Taleb,Blue,0
Vitor Miranda,Marcelo Guimaraes,Red,1
Darren Elkins,Chas Skelly,Red,1
Diego Sanchez,Jim Miller,Red,1
Jason Saggo,Justin Salas,Red,1
Julian Erosa,Teruto Ishihara,Blue,0
Anderson Silva,Michael Bisping,Blue,0
Gegard Mousasi,Thales Leites,Red,1
Tom Breese,Keita Nakamura,Red,1
Francisco Rivera,Brad Pickett,Blue,0
Mike Wilkinson,Makwan Amirkhani,Blue,0
Davey Grant,Marlon Vera,Red,1
Scott Askham,Chris Dempsey,Red,1
Arnold Allen,Yaotzin Meza,Red,1
Brad Scott,Krzysztof Jotko,Blue,0
Norman Parke,Rustam Khabilov,Blue,0
Daniel Omielanczuk,Jarjis Danho,Red,1
Teemu Packalen,Thibault Gouti,Red,1
David Teymur,Martin Svensson,Red,1
Donald Cerrone,Alex Oliveira,Red,1
Derek Brunson,Roan Carneiro,Red,1
Cody Garbrandt,Augusto Mendes,Red,1
Dennis Bermudez,Tatsuya Kawajiri,Red,1
Chris Camozzi,Joe Riggs,Red,1
James Krause,Shane Campbell,Red,1
Alex Garcia,Sean Strickland,Blue,0
Daniel Sarafian,Oluwale Bamgbose,Blue,0
Anthony Smith,Leonardo Guimaraes,Red,1
Jonavin Webb,Nathan Coy,Blue,0
Marion Reneau,Ashlee Evans-Smith,Blue,0
Lauren Murphy,Kelly Faszholz,Red,1
Anthony Hamilton,Shamil Abdurakhimov,Blue,0
Johny Hendricks,Stephen Thompson,Blue,0
Roy Nelson,Jared Rosholt,Red,1
Ovince Saint Preux,Rafael Cavalcante,Red,1
Joseph Benavidez,Zach Makovsky,Red,1
Misha Cirkunov,Alex Nicholson,Red,1
Mike Pyle,Sean Spencer,Red,1
Joshua Burkman,KJ Noons,Red,1
Derrick Lewis,Damian Grabowski,Red,1
Ray Borg,Justin Scoggins,Blue,0
Noad Lahat,Diego Rivas,Blue,0
Mickey Gall,Mike Jackson,Red,1
Artem Lobov,Alex White,Blue,0
Anthony Johnson,Ryan Bader,Red,1
Josh Barnett,Ben Rothwell,Blue,0
Iuri Alcantara,Jimmie Rivera,Blue,0
Sage Northcutt,Bryan Barberena,Blue,0
Tarec Saffiedine,Jake Ellenberger,Red,1
Olivier Aubin-Mercier,Diego Ferreira,Blue,0
Rafael Natal,Kevin Casey,Red,1
Dustin Ortiz,Wilson Reis,Blue,0
George Sullivan,Alexander Yakovlev,Blue,0
Alex Caceres,Masio Fullen,Red,1
Matt Dwyer,Randy Brown,Blue,0
Anthony Rocco Martin,Felipe Olivieri,Red,1
TJ Dillashaw,Dominick Cruz,Blue,0
Anthony Pettis,Eddie Alvarez,Blue,0
Travis Browne,Matt Mitrione,Red,1
Ross Pearson,Francisco Trinaldo,Blue,0
Patrick Cote,Ben Saunders,Red,1
Tim Boetsch,Ed Herman,Blue,0
Chris Wade,Mehdi Baghdad,Red,1
Maximo Blanco,Luke Sanders,Blue,0
Paul Felder,Daron Cruickshank,Red,1
Ilir Latifi,Sean O'Connell,Red,1
Charles Rosa,Kyle Bochniak,Red,1
Rob Font,Joey Gomez,Red,1
Francimar Barroso,Elvis Mutapcic,Red,1
Robbie Lawler,Carlos Condit,Red,1
Stipe Miocic,Andrei Arlovski,Red,1
Lorenz Larkin,Albert Tumenov,Blue,0
Diego Brandao,Brian Ortega,Blue,0
Abel Trujillo,Tony Sims,Red,1
Michael McDonald,Masanori Kanehara,Red,1
Kyle Noke,Alex Morono,Blue,0
Justine Kish,Nina Nunes,Red,1
Scott Holtzman,Drew Dober,Blue,0
Dustin Poirier,Joe Duffy,Red,1
Joe Soto,Michinori Tanaka,Blue,0
Sheldon Westcott,Edgar Garcia,Red,1
Rafael Dos Anjos,Donald Cerrone,Red,1
Junior Dos Santos,Alistair Overeem,Blue,0
Michael Johnson,Nate Diaz,Blue,0
Randa Markos,Karolina Kowalkiewicz,Blue,0
Charles Oliveira,Myles Jury,Red,1
CB Dollaway,Nate Marquardt,Blue,0
Sarah Kaufman,Valentina Shevchenko,Blue,0
Josh Samman,Tamdan McCrory,Blue,0
Nik Lentz,Danny Castillo,Red,1
Kamaru Usman,Leon Edwards,Red,1
Hayder Hassan,Vicente Luque,Blue,0
Francis Ngannou,Luis Henrique,Red,1
Jose Aldo,Conor McGregor,Blue,0
Chris Weidman,Luke Rockhold,Blue,0
Jacare Souza,Yoel Romero,Blue,0
Demian Maia,Gunnar Nelson,Red,1
Max Holloway,Jeremy Stephens,Red,1
Urijah Faber,Frankie Saenz,Red,1
Tecia Pennington,Jocelyn Jones-Lybarger,Red,1
Warlley Alves,Colby Covington,Red,1
Leonardo Santos,Kevin Lee,Red,1
Joe Proctor,Magomed Mustafaev,Blue,0
John Makdessi,Yancy Medeiros,Blue,0
Court McGee,Marcio Alexandre Junior,Red,1
Frankie Edgar,Chad Mendes,Red,1
Artem Lobov,Ryan Hall,Blue,0
Edson Barboza,Tony Ferguson,Blue,0
Joe Lauzon,Evan Dunham,Blue,0
Tatsuya Kawajiri,Jason Knight,Red,1
Julian Erosa,Marcin Wrzosek,Red,1
Gabriel Gonzaga,Konstantin Erokhin,Red,1
Ryan LaFlare,Mike Pierce,Red,1
Joby Sanchez,Geane Herrera,Blue,0
Chris Gruetzemacher,Abner Lloveras,Red,1
Rose Namajunas,Paige VanZant,Red,1
Jim Miller,Michael Chiesa,Blue,0
Sage Northcutt,Cody Pfister,Red,1
Elias Theodorou,Thiago Santos,Blue,0
Tim Means,John Howard,Red,1
Omari Akhmedov,Sergio Moraes,Blue,0
Aljamain Sterling,Johnny Eduardo,Red,1
Santiago Ponzinibbio,Andreas Stahl,Red,1
Danny Roberts,Nathan Coy,Red,1
Zubaira Tukhugov,Phillipe Nover,Red,1
Kailin Curran,Emily Kagan,Red,1
Benson Henderson,Jorge Masvidal,Red,1
Dong Hyun Kim,Dominic Waters,Red,1
Yoshihiro Akiyama,Alberto Mina,Blue,0
Dooho Choi,Sam Sicilia,Red,1
Dongi Yang,Jake Collier,Red,1
Yui Chul Nam,Mike de la Torre,Blue,0
Tae Hyun Bang,Leo Kuntz,Red,1
Seo Hee Ham,Cortney Casey,Red,1
Yao Zhikui,Fredy Serrano,Blue,0
Guangyou Ning,Marco Beltran,Blue,0
Dominique Steele,Dong Hyun Ma,Red,1
Neil Magny,Kelvin Gastelum,Red,1
Ricardo Lamas,Diego Sanchez,Red,1
Jussier Formiga,Henry Cejudo,Blue,0
Erick Montano,Enrique Marin,Red,1
Horacio Gutierrez,Enrique Barzola,Blue,0
Efrain Escudero,Leandro Silva,Blue,0
Erik Perez,Taylor Lapilus,Red,1
Hector Urbina,Bartosz Fabinski,Blue,0
Alejandro Perez,Scott Jorgensen,Red,1
Gabriel Benitez,Andre Fili,Blue,0
Vernon Ramos Ho,Alvaro Herrera Mendoza,Blue,0
Cesar Arzamendia,Marco Polo Reyes,Blue,0
Valmir Lazaro,Michel Prazeres,Blue,0
Ronda Rousey,Holly Holm,Blue,0
Joanna Jedrzejczyk,Valerie Letourneau,Red,1
Mark Hunt,Antonio Silva,Red,1
Uriah Hall,Robert Whittaker,Blue,0
Stefan Struve,Jared Rosholt,Blue,0
Jake Matthews,Akbarh Arreola,Red,1
Kyle Noke,Peter Sobotta,Red,1
Anthony Perosh,Gian Villante,Blue,0
Richie Vaculik,Danny Martinez,Blue,0
Daniel Kelly,Steve Montgomery,Red,1
Richard Walsh,Steve Kennedy,Red,1
James Moontasri,Anton Zafir,Red,1
Ben Nguyen,Ryan Benoit,Red,1
Vitor Belfort,Dan Henderson,Red,1
Glover Teixeira,Patrick Cummins,Red,1
Thomas Almeida,Anthony Birchak,Red,1
Alex Oliveira,Piotr Hallmann,Red,1
Gilbert Burns,Rashid Magomedov,Blue,0
Fabio Maldonado,Corey Anderson,Blue,0
Gleison Tibau,Abel Trujillo,Blue,0
Yan Cabral,Johnny Case,Blue,0
Clay Guida,Thiago Tavares,Blue,0
Edimilson Souza,Chas Skelly,Blue,0
Viscardi Andrade,Gasan Umalatov,Red,1
Pedro Munhoz,Jimmie Rivera,Blue,0
Bruno Korea,Matheus Nicolau,Blue,0
Paddy Holohan,Louis Smolka,Blue,0
Norman Parke,Reza Madadi,Red,1
Neil Seery,Jon Delos Reyes,Red,1
Stevie Ray,Mickael Lebout,Red,1
Aisling Daly,Ericka Almeida,Red,1
Scott Askham,Krzysztof Jotko,Blue,0
Cathal Pendred,Tom Breese,Blue,0
Darren Elkins,Robert Whiteford,Red,1
Bubba Bush,Garreth McLellan,Blue,0
Daniel Cormier,Alexander Gustafsson,Red,1
Ryan Bader,Rashad Evans,Red,1
Shawn Jordan,Ruslan Magomedov,Blue,0
Joseph Benavidez,Ali Bagautinov,Red,1
Jessica Eye,Julianna Pena,Blue,0
Yair Rodriguez,Dan Hooker,Red,1
Alan Jouban,Albert Tumenov,Blue,0
Adriano Martins,Islam Makhachev,Red,1
Rose Namajunas,Angela Hill,Red,1
Francisco Trevino,Sage Northcutt,Blue,0
Chris Cariaso,Sergio Pettis,Blue,0
Derrick Lewis,Viktor Pesta,Red,1
Josh Barnett,Roy Nelson,Red,1
Gegard Mousasi,Uriah Hall,Blue,0
Kyoji Horiguchi,Chico Camus,Red,1
Takeya Mizugaki,George Roop,Red,1
Katsunori Kikuno,Diego Brandao,Blue,0
Keita Nakamura,Li Jingliang,Red,1
Nick Hein,Yusuke Kasuya,Red,1
Naoyuki Kotani,Kajan Johnson,Blue,0
Shinsho Anzai,Roger Zapata,Red,1
Demetrious Johnson,John Dodson,Red,1
Andrei Arlovski,Frank Mir,Red,1
Anthony Johnson,Jimi Manuwa,Red,1
Jan Blachowicz,Corey Anderson,Blue,0
Paige VanZant,Alex Chambers,Red,1
Ross Pearson,Paul Felder,Red,1
Francisco Rivera,John Lineker,Blue,0
Jessica Andrade,Raquel Pennington,Blue,0
Clay Collard,Tiago dos Santos e Silva,Blue,0
Joe Riggs,Ron Stallings,Red,1
Joaquim Silva,Nazareno Malegarie,Red,1
Max Holloway,Charles Oliveira,Red,1
Neil Magny,Erick Silva,Red,1
Patrick Cote,Joshua Burkman,Red,1
Chad Laprise,Francisco Trinaldo,Blue,0
Olivier Aubin-Mercier,Tony Sims,Red,1
Maryna Moroz,Valerie Letourneau,Blue,0
Sam Stout,Frankie Perez,Blue,0
Yves Jabouin,Felipe Arantes,Blue,0
Marcos Rogerio de Lima,Nikita Krylov,Blue,0
Chris Kelades,Chris Beal,Red,1
Shane Campbell,Elias Silverio,Red,1
Misha Cirkunov,Daniel Jolly,Red,1
Glover Teixeira,Ovince Saint Preux,Red,1
Michael Johnson,Beneil Dariush,Blue,0
Derek Brunson,Sam Alvey,Red,1
Jared Rosholt,Timothy Johnson,Red,1
Sara McMann,Amanda Nunes,Blue,0
Ray Borg,Geane Herrera,Red,1
Uriah Hall,Oluwale Bamgbose,Red,1
Chris Camozzi,Tom Watson,Red,1
Dustin Ortiz,Willie Gates,Red,1
Frankie Saenz,Sirwan Kakai,Red,1
Chris Dempsey,Jonathan Wilson,Blue,0
Marlon Vera,Roman Salazar,Red,1
Anthony Christodoulou,Scott Holtzman,Blue,0
Ronda Rousey,Bethe Correia,Red,1
Mauricio Rua,Rogerio Nogueira,Red,1
Glaico Franca Moreira,Fernando Bruno,Red,1
Reginaldo Vieira,Dileno Lopes,Red,1
Stefan Struve,Antonio Rodrigo Nogueira,Red,1
Antonio Silva,Soa Palelei,Red,1
Claudia Gadelha,Jessica Aguilar,Red,1
Demian Maia,Neil Magny,Red,1
Rafael Cavalcante,Patrick Cummins,Blue,0
Warlley Alves,Nordine Taleb,Red,1
Iuri Alcantara,Leandro Issa,Red,1
Vitor Miranda,Clint Hester,Red,1
Hugo Viana,Guido Cannetti,Blue,0
TJ Dillashaw,Renan Barao,Red,1
Miesha Tate,Jessica Eye,Red,1
Edson Barboza,Paul Felder,Red,1
Joe Lauzon,Takanori Gomi,Red,1
Gian Villante,Tom Lawlor,Blue,0
Jim Miller,Danny Castillo,Red,1
Kenny Robertson,Ben Saunders,Blue,0
Eddie Wineland,Bryan Caraway,Blue,0
Daron Cruickshank,James Krause,Blue,0
Ramsey Nijem,Andrew Holbrook,Blue,0
Jessamyn Duke,Elizabeth Phillips,Blue,0
Zak Cummings,Dominique Steele,Red,1
Michael Bisping,Thales Leites,Red,1
Ross Pearson,Evan Dunham,Blue,0
Joe Duffy,Ivan Jorge,Red,1
Joanne Wood,Cortney Casey,Red,1
Leon Edwards,Pawel Pawlak,Red,1
Stevie Ray,Leonardo Mafra,Red,1
Paddy Holohan,Vaughan Lee,Red,1
Ilir Latifi,Hans Stringer,Red,1
Mickael Lebout,Teemu Packalen,Red,1
Robert Whiteford,Paul Redmond,Red,1
Marcus Brimage,Jimmie Rivera,Blue,0
Daniel Omielanczuk,Chris de la Rocha,Red,1
Frank Mir,Todd Duffee,Red,1
Josh Thomson,Tony Ferguson,Blue,0
Holly Holm,Marion Reneau,Red,1
Scott Jorgensen,Manvel Gamburyan,Blue,0
Kevin Lee,James Moontasri,Red,1
Alan Jouban,Matt Dwyer,Red,1
Sam Sicilia,Yaotzin Meza,Red,1
Jessica Andrade,Sarah Moras,Red,1
Rani Yahya,Masanori Kanehara,Red,1
Igor Araujo,Sean Strickland,Blue,0
Kevin Casey,Ildemar Alcantara,Red,1
Andrew Craig,Lyman Good,Blue,0
Jake Ellenberger,Stephen Thompson,Blue,0
Kamaru Usman,Hayder Hassan,Red,1
Michael Graves,Vicente Luque,Red,1
Jorge Masvidal,Cezar Ferreira,Red,1
Angela Magana,Michelle Waterson-Gomez,Blue,0
Maximo Blanco,Mike de la Torre,Red,1
Josh Samman,Caio Magalhaes,Red,1
Russell Doane,Jerrod Sanders,Blue,0
Dan Miller,Trevor Smith,Blue,0
George Sullivan,Dominic Waters,Red,1
Darrell Montague,Willie Gates,Blue,0
Chad Mendes,Conor McGregor,Blue,0
Robbie Lawler,Rory MacDonald,Red,1
Dennis Bermudez,Jeremy Stephens,Blue,0
Gunnar Nelson,Brandon Thatch,Red,1
Brad Pickett,Thomas Almeida,Blue,0
